StartTime,EndTime,HeatDemand,ElectricityPrice
2020-01-01T00:00:00,2020-01-01T01:00:00,"8,036065973006043","249,649994"
2020-01-01T01:00:00,2020-01-01T02:00:00,"7,1498966556362396","237,330002"
2020-01-01T02:00:00,2020-01-01T03:00:00,"7,539959772822629","235,830002"
2020-01-01T03:00:00,2020-01-01T04:00:00,"7,290333314976044","233,660004"
2020-01-01T04:00:00,2020-01-01T05:00:00,"8,345045899207198","230,449997"
2020-01-01T05:00:00,2020-01-01T06:00:00,"6,42455742433021","225,149994"
2020-01-01T06:00:00,2020-01-01T07:00:00,"7,84618838444181","225,369995"
2020-01-01T07:00:00,2020-01-01T08:00:00,"6,250898677333054","224,100006"
2020-01-01T08:00:00,2020-01-01T09:00:00,"7,785217207026958","228,809998"
2020-01-01T09:00:00,2020-01-01T10:00:00,"7,579861125216608","228,509995"
2020-01-01T10:00:00,2020-01-01T11:00:00,"7,669802145646402","226,119995"
2020-01-01T11:00:00,2020-01-01T12:00:00,"7,542038400410243","226,639999"
2020-01-01T12:00:00,2020-01-01T13:00:00,"7,57248605264057","228,509995"
2020-01-01T13:00:00,2020-01-01T14:00:00,"6,536782762775042","224,399994"
2020-01-01T14:00:00,2020-01-01T15:00:00,"7,361397384772634","228,589996"
2020-01-01T15:00:00,2020-01-01T16:00:00,"6,290627882286864","232,25"
2020-01-01T16:00:00,2020-01-01T17:00:00,"6,577496006014582","235,529999"
2020-01-01T17:00:00,2020-01-01T18:00:00,"8,030654424237163","237,399994"
2020-01-01T18:00:00,2020-01-01T19:00:00,"6,6468499194153265","236,350006"
2020-01-01T19:00:00,2020-01-01T20:00:00,"8,201615015062204","234,860001"
2020-01-01T20:00:00,2020-01-01T21:00:00,"8,361286532840625","234,190002"
2020-01-01T21:00:00,2020-01-01T22:00:00,"7,14144905971052","232,100006"
2020-01-01T22:00:00,2020-01-01T23:00:00,"7,672541309652113","231,270004"
2020-01-01T23:00:00,2020-01-02T00:00:00,"8,489131577730733","228,660004"
2020-01-02T00:00:00,2020-01-02T01:00:00,"8,306775073362257","229,929993"
2020-01-02T01:00:00,2020-01-02T02:00:00,"8,464876313036214","228,889999"
2020-01-02T02:00:00,2020-01-02T03:00:00,"6,833896570204153","227,320007"
2020-01-02T03:00:00,2020-01-02T04:00:00,"6,898069241791643","215,070007"
2020-01-02T04:00:00,2020-01-02T05:00:00,"7,5817136796222275","212,300003"
2020-01-02T05:00:00,2020-01-02T06:00:00,"6,352367643955786","214,770004"
2020-01-02T06:00:00,2020-01-02T07:00:00,"8,006422807869184","249,360001"
2020-01-02T07:00:00,2020-01-02T08:00:00,"7,157716846511429","237,479996"
2020-01-02T08:00:00,2020-01-02T09:00:00,"7,775439472413384","237,779999"
2020-01-02T09:00:00,2020-01-02T10:00:00,"7,245689266017984","237,100006"
2020-01-02T10:00:00,2020-01-02T11:00:00,"7,616613804621504","236,279999"
2020-01-02T11:00:00,2020-01-02T12:00:00,"6,248095321186423","233,970001"
2020-01-02T12:00:00,2020-01-02T13:00:00,"6,946618087749416","232,100006"
2020-01-02T13:00:00,2020-01-02T14:00:00,"7,055747179800937","232,020004"
2020-01-02T14:00:00,2020-01-02T15:00:00,"7,580361232776779","232,100006"
2020-01-02T15:00:00,2020-01-02T16:00:00,"6,336973133526149","233,520004"
2020-01-02T16:00:00,2020-01-02T17:00:00,"7,838934790873144","234,639999"
2020-01-02T17:00:00,2020-01-02T18:00:00,"7,929197916500351","234,559998"
2020-01-02T18:00:00,2020-01-02T19:00:00,"7,526223898734991","232,320007"
2020-01-02T19:00:00,2020-01-02T20:00:00,"6,716134524894691","229,710007"
2020-01-02T20:00:00,2020-01-02T21:00:00,"7,3658190807053945","227,619995"
2020-01-02T21:00:00,2020-01-02T22:00:00,"6,9624836288070275","224,850006"
2020-01-02T22:00:00,2020-01-02T23:00:00,"7,51530671437436","221,940002"
2020-01-02T23:00:00,2020-01-03T00:00:00,"7,509175665957224","186,679993"
2020-01-03T00:00:00,2020-01-03T01:00:00,"8,84439032812598","141,429993"
2020-01-03T01:00:00,2020-01-03T02:00:00,"8,621455575416956","74,559998"
2020-01-03T02:00:00,2020-01-03T03:00:00,"7,943290475473777","11,43"
2020-01-03T03:00:00,2020-01-03T04:00:00,"8,342580733152415","1,05"
2020-01-03T04:00:00,2020-01-03T05:00:00,"8,122894063911831","6,35"
2020-01-03T05:00:00,2020-01-03T06:00:00,"6,317424190232154","74,110001"
2020-01-03T06:00:00,2020-01-03T07:00:00,"6,278350382055985","182,889999"
2020-01-03T07:00:00,2020-01-03T08:00:00,"7,900428301634597","199,330002"
2020-01-03T08:00:00,2020-01-03T09:00:00,"6,562075341731813","215,240005"
2020-01-03T09:00:00,2020-01-03T10:00:00,"7,103657596011641","218,75"
2020-01-03T10:00:00,2020-01-03T11:00:00,"6,9960375958785175","215,539993"
2020-01-03T11:00:00,2020-01-03T12:00:00,"6,1802938222565675","237,580002"
2020-01-03T12:00:00,2020-01-03T13:00:00,"7,340837112857202","227,039993"
2020-01-03T13:00:00,2020-01-03T14:00:00,"7,738467872557079","225,919998"
2020-01-03T14:00:00,2020-01-03T15:00:00,"6,318306500299803","225,550003"
2020-01-03T15:00:00,2020-01-03T16:00:00,"6,662494305514089","227,119995"
2020-01-03T16:00:00,2020-01-03T17:00:00,"6,834527702992197","227,720001"
2020-01-03T17:00:00,2020-01-03T18:00:00,"7,806521659575825","227,419998"
2020-01-03T18:00:00,2020-01-03T19:00:00,"7,635333655189994","225,330002"
2020-01-03T19:00:00,2020-01-03T20:00:00,"7,635126783119139","222,860001"
2020-01-03T20:00:00,2020-01-03T21:00:00,"7,089305891653017","215,839996"
2020-01-03T21:00:00,2020-01-03T22:00:00,"8,293670262634022","206,949997"
2020-01-03T22:00:00,2020-01-03T23:00:00,"8,56368400231165",192
2020-01-03T23:00:00,2020-01-04T00:00:00,"7,2634553991133055","164,660004"
2020-01-04T00:00:00,2020-01-04T01:00:00,"7,8483341856888185","162,380005"
2020-01-04T01:00:00,2020-01-04T02:00:00,"8,470338114645251","119,190002"
2020-01-04T02:00:00,2020-01-04T03:00:00,"7,895757362507774","121,279999"
2020-01-04T03:00:00,2020-01-04T04:00:00,"7,5486065732785885","48,200001"
2020-01-04T04:00:00,2020-01-04T05:00:00,"6,999859075166759","28,620001"
2020-01-04T05:00:00,2020-01-04T06:00:00,"7,396553962057486","0,9"
2020-01-04T06:00:00,2020-01-04T07:00:00,"6,6207114320101255","0,52"
2020-01-04T07:00:00,2020-01-04T08:00:00,"7,155055400388288","142,509995"
2020-01-04T08:00:00,2020-01-04T09:00:00,"6,223899628782261","130,699997"
2020-01-04T09:00:00,2020-01-04T10:00:00,"6,69789824684265","179,199997"
2020-01-04T10:00:00,2020-01-04T11:00:00,"6,111030988152249","65,760002"
2020-01-04T11:00:00,2020-01-04T12:00:00,"6,37879454735586","134,139999"
2020-01-04T12:00:00,2020-01-04T13:00:00,"7,6502565564618745","145,720001"
2020-01-04T13:00:00,2020-01-04T14:00:00,"6,455962582407784","102,68"
2020-01-04T14:00:00,2020-01-04T15:00:00,"7,378170182211497","130,179993"
2020-01-04T15:00:00,2020-01-04T16:00:00,"7,133860463137559","152,300003"
2020-01-04T16:00:00,2020-01-04T17:00:00,"7,077941709902377","187,419998"
2020-01-04T17:00:00,2020-01-04T18:00:00,"7,878604904851415","215,809998"
2020-01-04T18:00:00,2020-01-04T19:00:00,"6,4396985529780615","239,279999"
2020-01-04T19:00:00,2020-01-04T20:00:00,"8,058657378230539","264,160004"
2020-01-04T20:00:00,2020-01-04T21:00:00,"7,162075922931054","224,029999"
2020-01-04T21:00:00,2020-01-04T22:00:00,"7,7860613544008945","224,559998"
2020-01-04T22:00:00,2020-01-04T23:00:00,"6,972791945127467","224,860001"
2020-01-04T23:00:00,2020-01-05T00:00:00,"8,57539147502009","283,589996"
2020-01-05T00:00:00,2020-01-05T01:00:00,"8,442639504697684","247,369995"
2020-01-05T01:00:00,2020-01-05T02:00:00,"8,608093858681048","241,240005"
2020-01-05T02:00:00,2020-01-05T03:00:00,"7,307971268922883","233,020004"
2020-01-05T03:00:00,2020-01-05T04:00:00,"7,232522140953189","224,949997"
2020-01-05T04:00:00,2020-01-05T05:00:00,"6,503937123507182","223,899994"
2020-01-05T05:00:00,2020-01-05T06:00:00,"7,46026988794676","223,300003"
2020-01-05T06:00:00,2020-01-05T07:00:00,"6,795561236505229","227,039993"
2020-01-05T07:00:00,2020-01-05T08:00:00,"6,25172278169892","232,789993"
2020-01-05T08:00:00,2020-01-05T09:00:00,"6,287656305819334","239,820007"
2020-01-05T09:00:00,2020-01-05T10:00:00,"6,951668514163908","233,020004"
2020-01-05T10:00:00,2020-01-05T11:00:00,"6,57499879209339","236,160004"
2020-01-05T11:00:00,2020-01-05T12:00:00,"5,892220957452791","235,779999"
2020-01-05T12:00:00,2020-01-05T13:00:00,"6,81550357597019","233,320007"
2020-01-05T13:00:00,2020-01-05T14:00:00,"7,04426868820299","231,149994"
2020-01-05T14:00:00,2020-01-05T15:00:00,"7,73401787323699","229,210007"
2020-01-05T15:00:00,2020-01-05T16:00:00,"7,039616896568731","230,100006"
2020-01-05T16:00:00,2020-01-05T17:00:00,"7,538968581732713","232,869995"
2020-01-05T17:00:00,2020-01-05T18:00:00,"6,675201405577655","235,630005"
2020-01-05T18:00:00,2020-01-05T19:00:00,"6,209264983041516","232,419998"
2020-01-05T19:00:00,2020-01-05T20:00:00,"7,792204701575853","227,339996"
2020-01-05T20:00:00,2020-01-05T21:00:00,"6,797492162463922","223,229996"
2020-01-05T21:00:00,2020-01-05T22:00:00,"7,323846964015486","221,279999"
2020-01-05T22:00:00,2020-01-05T23:00:00,"7,154726768892132","220,160004"
2020-01-05T23:00:00,2020-01-06T00:00:00,"8,235824661211778","199,389999"
2020-01-06T00:00:00,2020-01-06T01:00:00,"6,977031833255924","217,919998"
2020-01-06T01:00:00,2020-01-06T02:00:00,"7,183992081618538","216,729996"
2020-01-06T02:00:00,2020-01-06T03:00:00,"8,232236182739308","217,320007"
2020-01-06T03:00:00,2020-01-06T04:00:00,"7,6279051226154095","207,160004"
2020-01-06T04:00:00,2020-01-06T05:00:00,"6,556681770269012",202
2020-01-06T05:00:00,2020-01-06T06:00:00,"6,229084979476245","206,410004"
2020-01-06T06:00:00,2020-01-06T07:00:00,"6,703529256914754","247,960007"
2020-01-06T07:00:00,2020-01-06T08:00:00,"7,4307203137881555","255,660004"
2020-01-06T08:00:00,2020-01-06T09:00:00,"7,827021291582955","267,170013"
2020-01-06T09:00:00,2020-01-06T10:00:00,"6,438236542529632","243,029999"
2020-01-06T10:00:00,2020-01-06T11:00:00,"6,745057360253068","239,220001"
2020-01-06T11:00:00,2020-01-06T12:00:00,"7,445558801475116","233,389999"
2020-01-06T12:00:00,2020-01-06T13:00:00,"6,676308087457544","233,089996"
2020-01-06T13:00:00,2020-01-06T14:00:00,"7,748797637569836","232,270004"
2020-01-06T14:00:00,2020-01-06T15:00:00,"6,142085005548946","233,240005"
2020-01-06T15:00:00,2020-01-06T16:00:00,"5,856499017500001","233,910004"
2020-01-06T16:00:00,2020-01-06T17:00:00,"6,660837284994405","250,949997"
2020-01-06T17:00:00,2020-01-06T18:00:00,"7,6360733174929365","254,470001"
2020-01-06T18:00:00,2020-01-06T19:00:00,"7,600711729683665","233,990005"
2020-01-06T19:00:00,2020-01-06T20:00:00,"6,607038380333497","231,300003"
2020-01-06T20:00:00,2020-01-06T21:00:00,"6,648820125242899","228,529999"
2020-01-06T21:00:00,2020-01-06T22:00:00,"6,432858313860991","226,289993"
2020-01-06T22:00:00,2020-01-06T23:00:00,"7,457882956107186","220,160004"
2020-01-06T23:00:00,2020-01-07T00:00:00,"6,945787692564625","217,25"
2020-01-07T00:00:00,2020-01-07T01:00:00,"8,544814604829181","211,339996"
2020-01-07T01:00:00,2020-01-07T02:00:00,"8,464035650621904","211,789993"
